Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano",PM10,2019-05-15,24,20,µg/mc
"Via Bolzano",PM10,2019-05-16,1,26,µg/mc
"Via Bolzano",PM10,2019-05-16,2,25,µg/mc
"Via Bolzano",PM10,2019-05-16,3,25,µg/mc
"Via Bolzano",PM10,2019-05-16,4,26,µg/mc
"Via Bolzano",PM10,2019-05-16,5,28,µg/mc
"Via Bolzano",PM10,2019-05-16,6,30,µg/mc
"Via Bolzano",PM10,2019-05-16,7,29,µg/mc
"Via Bolzano",PM10,2019-05-16,8,22,µg/mc
"Via Bolzano",PM10,2019-05-16,9,18,µg/mc
"Via Bolzano",PM10,2019-05-16,10,13,µg/mc
"Via Bolzano",PM10,2019-05-16,11,8,µg/mc
"Via Bolzano",PM10,2019-05-16,12,6,µg/mc
"Via Bolzano",PM10,2019-05-16,13,4,µg/mc
"Via Bolzano",PM10,2019-05-16,14,4,µg/mc
"Via Bolzano",PM10,2019-05-16,15,5,µg/mc
"Via Bolzano",PM10,2019-05-16,16,6,µg/mc
"Via Bolzano",PM10,2019-05-16,17,8,µg/mc
"Via Bolzano",PM10,2019-05-16,18,11,µg/mc
"Via Bolzano",PM10,2019-05-16,19,13,µg/mc
"Via Bolzano",PM10,2019-05-16,20,15,µg/mc
"Via Bolzano",PM10,2019-05-16,21,16,µg/mc
"Via Bolzano",PM10,2019-05-16,22,16,µg/mc
"Via Bolzano",PM10,2019-05-16,23,16,µg/mc
"Via Bolzano",PM10,2019-05-16,24,16,µg/mc
"Via Bolzano",PM10,2019-05-17,1,16,µg/mc
"Via Bolzano",PM10,2019-05-17,2,16,µg/mc
"Via Bolzano",PM10,2019-05-17,3,17,µg/mc
"Via Bolzano",PM10,2019-05-17,4,18,µg/mc
"Via Bolzano",PM10,2019-05-17,5,21,µg/mc
"Via Bolzano",PM10,2019-05-17,6,18,µg/mc
"Via Bolzano",PM10,2019-05-17,7,19,µg/mc
"Via Bolzano",PM10,2019-05-17,8,22,µg/mc
"Via Bolzano",PM10,2019-05-17,9,19,µg/mc
"Via Bolzano",PM10,2019-05-17,10,17,µg/mc
"Via Bolzano",PM10,2019-05-17,11,12,µg/mc
"Via Bolzano",PM10,2019-05-17,12,10,µg/mc
"Via Bolzano",PM10,2019-05-17,13,9,µg/mc
"Via Bolzano",PM10,2019-05-17,14,9,µg/mc
"Via Bolzano",PM10,2019-05-17,15,12,µg/mc
"Via Bolzano",PM10,2019-05-17,16,12,µg/mc
"Via Bolzano",PM10,2019-05-17,17,14,µg/mc
"Via Bolzano",PM10,2019-05-17,18,12,µg/mc
"Via Bolzano",PM10,2019-05-17,19,13,µg/mc
"Via Bolzano",PM10,2019-05-17,20,15,µg/mc
"Via Bolzano",PM10,2019-05-17,21,17,µg/mc
"Via Bolzano",PM10,2019-05-17,22,16,µg/mc
"Via Bolzano",PM10,2019-05-17,23,17,µg/mc
"Via Bolzano",PM10,2019-05-17,24,16,µg/mc
"Via Bolzano",PM10,2019-05-18,1,14,µg/mc
"Via Bolzano",PM10,2019-05-18,2,13,µg/mc
"Via Bolzano",PM10,2019-05-18,3,12,µg/mc
"Via Bolzano",PM10,2019-05-18,4,12,µg/mc
"Via Bolzano",PM10,2019-05-18,5,12,µg/mc
"Via Bolzano",PM10,2019-05-18,6,13,µg/mc
"Via Bolzano",PM10,2019-05-18,7,13,µg/mc
"Via Bolzano",PM10,2019-05-18,8,14,µg/mc
"Via Bolzano",PM10,2019-05-18,9,18,µg/mc
"Via Bolzano",PM10,2019-05-18,10,18,µg/mc
"Via Bolzano",PM10,2019-05-18,11,18,µg/mc
"Via Bolzano",PM10,2019-05-18,12,16,µg/mc
"Via Bolzano",PM10,2019-05-18,13,13,µg/mc
"Via Bolzano",PM10,2019-05-18,14,15,µg/mc
"Via Bolzano",PM10,2019-05-18,15,14,µg/mc
"Via Bolzano",PM10,2019-05-18,16,16,µg/mc
"Via Bolzano",PM10,2019-05-18,17,13,µg/mc
"Via Bolzano",PM10,2019-05-18,18,10,µg/mc
"Via Bolzano",PM10,2019-05-18,19,12,µg/mc
"Via Bolzano",PM10,2019-05-18,20,14,µg/mc
"Via Bolzano",PM10,2019-05-18,21,16,µg/mc
"Via Bolzano",PM10,2019-05-18,22,20,µg/mc
"Via Bolzano",PM10,2019-05-18,23,20,µg/mc
"Via Bolzano",PM10,2019-05-18,24,17,µg/mc
"Via Bolzano",PM10,2019-05-19,1,16,µg/mc
"Via Bolzano",PM10,2019-05-19,2,19,µg/mc
"Via Bolzano",PM10,2019-05-19,3,8,µg/mc
"Via Bolzano",PM10,2019-05-19,4,6,µg/mc
"Via Bolzano",PM10,2019-05-19,5,6,µg/mc
"Via Bolzano",PM10,2019-05-19,6,6,µg/mc
"Via Bolzano",PM10,2019-05-19,7,6,µg/mc
"Via Bolzano",PM10,2019-05-19,8,6,µg/mc
"Via Bolzano",PM10,2019-05-19,9,8,µg/mc
"Via Bolzano",PM10,2019-05-19,10,6,µg/mc
"Via Bolzano",PM10,2019-05-19,11,5,µg/mc
"Via Bolzano",PM10,2019-05-19,12,5,µg/mc
"Via Bolzano",PM10,2019-05-19,13,6,µg/mc
"Via Bolzano",PM10,2019-05-19,14,7,µg/mc
"Via Bolzano",PM10,2019-05-19,15,8,µg/mc
"Via Bolzano",PM10,2019-05-19,16,7,µg/mc
"Via Bolzano",PM10,2019-05-19,17,7,µg/mc
"Via Bolzano",PM10,2019-05-19,18,9,µg/mc
"Via Bolzano",PM10,2019-05-19,19,10,µg/mc
"Via Bolzano",PM10,2019-05-19,20,11,µg/mc
"Via Bolzano",PM10,2019-05-19,21,12,µg/mc
"Via Bolzano",PM10,2019-05-19,22,15,µg/mc
"Via Bolzano",PM10,2019-05-19,23,16,µg/mc
"Via Bolzano",PM10,2019-05-19,24,16,µg/mc
"Via Bolzano",PM10,2019-05-20,1,15,µg/mc
"Via Bolzano",PM10,2019-05-20,2,23,µg/mc
"Via Bolzano",PM10,2019-05-20,3,24,µg/mc
"Via Bolzano",PM10,2019-05-20,4,21,µg/mc
"Via Bolzano",PM10,2019-05-20,5,21,µg/mc
"Via Bolzano",PM10,2019-05-20,6,18,µg/mc
"Via Bolzano",PM10,2019-05-20,7,17,µg/mc
"Via Bolzano",PM10,2019-05-20,8,15,µg/mc
"Via Bolzano",PM10,2019-05-20,9,10,µg/mc
"Via Bolzano",PM10,2019-05-20,10,10,µg/mc
"Via Bolzano",PM10,2019-05-20,11,7,µg/mc
"Via Bolzano",PM10,2019-05-20,12,7,µg/mc
"Via Bolzano",PM10,2019-05-20,13,7,µg/mc
"Via Bolzano",PM10,2019-05-20,14,9,µg/mc
"Via Bolzano",PM10,2019-05-20,15,9,µg/mc
"Via Bolzano",PM10,2019-05-20,16,11,µg/mc
"Via Bolzano",PM10,2019-05-20,17,12,µg/mc
"Via Bolzano",PM10,2019-05-20,18,14,µg/mc
"Via Bolzano",PM10,2019-05-20,19,11,µg/mc
"Via Bolzano",PM10,2019-05-20,20,18,µg/mc
"Via Bolzano",PM10,2019-05-20,21,18,µg/mc
"Via Bolzano",PM10,2019-05-20,22,16,µg/mc
"Via Bolzano",PM10,2019-05-20,23,17,µg/mc
"Via Bolzano",PM10,2019-05-20,24,12,µg/mc
"Via Bolzano",PM10,2019-05-21,1,8,µg/mc
"Via Bolzano",PM10,2019-05-21,2,6,µg/mc
"Via Bolzano",PM10,2019-05-21,3,7,µg/mc
"Via Bolzano",PM10,2019-05-21,4,10,µg/mc
"Via Bolzano",PM10,2019-05-21,5,11,µg/mc
"Via Bolzano",PM10,2019-05-21,6,9,µg/mc
"Via Bolzano",PM10,2019-05-21,7,8,µg/mc
"Via Bolzano",PM10,2019-05-21,8,8,µg/mc
"Via Bolzano",PM10,2019-05-21,9,7,µg/mc
"Via Bolzano",PM10,2019-05-21,10,6,µg/mc
"Via Bolzano",PM10,2019-05-21,11,7,µg/mc
"Via Bolzano",PM10,2019-05-21,12,5,µg/mc
"Via Bolzano",PM10,2019-05-21,13,4,µg/mc
"Via Bolzano",PM10,2019-05-21,14,5,µg/mc
"Via Bolzano",PM10,2019-05-21,15,5,µg/mc
"Via Bolzano",PM10,2019-05-21,16,5,µg/mc
"Via Bolzano",PM10,2019-05-21,17,8,µg/mc
"Via Bolzano",PM10,2019-05-21,18,11,µg/mc
"Via Bolzano",PM10,2019-05-21,19,13,µg/mc
"Via Bolzano",PM10,2019-05-21,20,14,µg/mc
"Via Bolzano",PM10,2019-05-21,21,14,µg/mc
"Via Bolzano",PM10,2019-05-21,22,25,µg/mc
"Via Bolzano",PM10,2019-05-21,23,25,µg/mc
"Via Bolzano",PM10,2019-05-21,24,18,µg/mc
"Via Bolzano",PM10,2019-05-22,1,17,µg/mc
"Via Bolzano",PM10,2019-05-22,2,15,µg/mc
"Via Bolzano",PM10,2019-05-22,3,15,µg/mc
"Via Bolzano",PM10,2019-05-22,4,14,µg/mc
"Via Bolzano",PM10,2019-05-22,5,13,µg/mc
"Via Bolzano",PM10,2019-05-22,6,12,µg/mc
"Via Bolzano",PM10,2019-05-22,7,11,µg/mc
"Via Bolzano",PM10,2019-05-22,8,10,µg/mc
"Via Bolzano",PM10,2019-05-22,9,8,µg/mc
"Via Bolzano",PM10,2019-05-22,10,7,µg/mc
"Via Bolzano",PM10,2019-05-22,11,7,µg/mc
"Via Bolzano",PM10,2019-05-22,12,5,µg/mc
"Via Bolzano",PM10,2019-05-22,13,5,µg/mc
"Via Bolzano",PM10,2019-05-22,14,5,µg/mc
"Via Bolzano",PM10,2019-05-22,15,7,µg/mc
"Via Bolzano",PM10,2019-05-22,16,8,µg/mc
"Via Bolzano",PM10,2019-05-22,17,13,µg/mc
"Via Bolzano",PM10,2019-05-22,18,21,µg/mc
"Via Bolzano",PM10,2019-05-22,19,24,µg/mc
"Via Bolzano",PM10,2019-05-22,20,24,µg/mc
"Via Bolzano",PM10,2019-05-22,21,25,µg/mc
"Via Bolzano",PM10,2019-05-22,22,24,µg/mc
"Via Bolzano",PM10,2019-05-22,23,25,µg/mc
"Via Bolzano",PM10,2019-05-22,24,32,µg/mc
"Via Bolzano",PM10,2019-05-23,1,35,µg/mc
"Via Bolzano",PM10,2019-05-23,2,32,µg/mc
"Via Bolzano",PM10,2019-05-23,3,18,µg/mc
"Via Bolzano",PM10,2019-05-23,4,15,µg/mc
"Via Bolzano",PM10,2019-05-23,5,13,µg/mc
"Via Bolzano",PM10,2019-05-23,6,13,µg/mc
"Via Bolzano",PM10,2019-05-23,7,13,µg/mc
"Via Bolzano",PM10,2019-05-23,8,12,µg/mc
"Via Bolzano",PM10,2019-05-23,9,10,µg/mc
"Via Bolzano",PM10,2019-05-23,10,8,µg/mc
"Via Bolzano",PM10,2019-05-23,11,7,µg/mc
"Via Bolzano",PM10,2019-05-23,12,5,µg/mc
"Via Bolzano",PM10,2019-05-23,13,4,µg/mc
"Via Bolzano",PM10,2019-05-23,14,3,µg/mc
"Via Bolzano",PM10,2019-05-23,15,5,µg/mc
"Via Bolzano",PM10,2019-05-23,16,7,µg/mc
